;island;Richness;Even
deep87;swash;0.054200929;0.241759286
deep88;swash;0.047801035;0.232538888
deep89;swash;0.064652102;0.23438154
deep9;swash;0.052757407;0.221695468
deep90;swash;0.062071918;0.214080083
deep91;swash;0.062279182;0.228802541
deep92;swash;0.054631279;0.242436692
deep93;swash;0.056062301;0.226836131
deep94;swash;0.04112822;0.237097211
deep95;swash;0.060984838;0.239016122
deep96;swash;0.051697442;0.22564901
deep97;swash;0.061530757;0.238267809
deep98;swash;0.051975924;0.253681899
deep99;swash;0.067382733;0.251389046
mid1;mid;0.053853179;0.215666507
mid10;mid;0.052498631;0.231178709
mid100;mid;0.05601858;0.228482497
mid11;mid;0.057770881;0.232091973
mid12;mid;0.048940488;0.256923906
mid13;mid;0.05885275;0.242250401
mid14;mid;0.051373205;0.246680041
mid15;mid;0.040953947;0.232434047
mid16;mid;0.061618587;0.231899396
mid17;mid;0.062168792;0.248922675
mid18;mid;0.054964154;0.230424544
mid19;mid;0.042001362;0.236785639
mid2;mid;0.057124154;0.245822769
mid20;mid;0.060590107;0.234074307
mid21;mid;0.057394579;0.240833001
mid22;mid;0.059632701;0.22529794
mid23;mid;0.062205147;0.233230929
mid24;mid;0.049536104;0.230212442
mid25;mid;0.053247749;0.257506318
mid26;mid;0.04709565;0.256849307
mid27;mid;0.057200583;0.255429788
mid28;mid;0.054489472;0.234779269
mid29;mid;0.0575423;0.231517267
mid3;mid;0.064821852;0.2317828
mid30;mid;0.06159916;0.229170519
mid31;mid;0.058645942;0.224172008
mid32;mid;0.055959847;0.237750607
mid33;mid;0.06001076;0.247905981
mid34;mid;0.060215161;0.231848855
mid35;mid;0.065621297;0.240418339
mid36;mid;0.060741528;0.233413364
mid37;mid;0.060768659;0.239283557
mid38;mid;0.066724428;0.254475093
mid39;mid;0.063023391;0.236697459
mid4;mid;0.051554732;0.230211169
mid40;mid;0.05409623;0.245444035
mid41;mid;0.069781453;0.246085777
mid42;mid;0.063818859;0.25066934
mid43;mid;0.057059857;0.2531865
mid44;mid;0.057053079;0.243519178
mid45;mid;0.049936238;0.24608373
mid46;mid;0.068330427;0.241257919
mid47;mid;0.060181119;0.249327973
mid48;mid;0.051702409;0.253243146
mid49;mid;0.057999981;0.232355454
mid5;mid;0.06648302;0.237323143
mid50;mid;0.054140717;0.246236527
mid51;mid;0.052743324;0.224976663
mid52;mid;0.061289963;0.240042525
mid53;mid;0.063381434;0.230050722
mid54;mid;0.054387208;0.232111481
mid55;mid;0.06408473;0.246199978
mid56;mid;0.06244001;0.225848919
mid57;mid;0.073451445;0.248423572
mid58;mid;0.049498419;0.239945071
mid59;mid;0.048401437;0.259189822
mid6;mid;0.060752699;0.235917848
mid60;mid;0.056992029;0.232910892
mid61;mid;0.061089314;0.250803032
mid62;mid;0.057892607;0.239051748
mid63;mid;0.066967159;0.229877642
mid64;mid;0.05792243;0.240176472
mid65;mid;0.059416638;0.234317532
mid66;mid;0.050449969;0.220861578
mid67;mid;0.060770076;0.220397374
mid68;mid;0.057294072;0.246428846
mid69;mid;0.066664777;0.21819207
mid7;mid;0.046419145;0.252000038
mid70;mid;0.067492471;0.240557419
mid71;mid;0.058646023;0.248721924
mid72;mid;0.066216512;0.242866058
mid73;mid;0.062725296;0.249754204
mid74;mid;0.066977859;0.255277574
mid75;mid;0.056232544;0.21319872
mid76;mid;0.048653209;0.233961545
mid77;mid;0.072609865;0.226311006
mid78;mid;0.047557351;0.220934503
mid79;mid;0.062830749;0.233816169
mid8;mid;0.068506485;0.261451587
mid80;mid;0.050733011;0.227370422
mid81;mid;0.050527567;0.239804998
mid82;mid;0.05818226;0.242990242
mid83;mid;0.063313723;0.252676569
mid84;mid;0.062288391;0.249093401
mid85;mid;0.058098014;0.234946167
mid86;mid;0.058822458;0.243852626
mid87;mid;0.067154059;0.246900589
mid88;mid;0.057065912;0.214393963
mid89;mid;0.049654429;0.233346623
mid9;mid;0.053060876;0.255069441
mid90;mid;0.048740592;0.242410063
mid91;mid;0.061788244;0.252614606
mid92;mid;0.057536712;0.234917188
mid93;mid;0.065648341;0.251078784
mid94;mid;0.053860541;0.226611247
mid95;mid;0.056899814;0.242565186
mid96;mid;0.065877681;0.224145834
mid97;mid;0.063345276;0.241045839
mid98;mid;0.045475516;0.244707393
mid99;mid;0.057684548;0.224962791
swash1;deep;0.079809247;0.254609958
swash10;deep;0.070434505;0.264233746
swash100;deep;0.082654912;0.277293132
swash11;deep;0.077428574;0.238629286
swash12;deep;0.047112217;0.249049492
swash13;deep;0.091641616;0.272484855
swash14;deep;0.048819663;0.28083927
swash15;deep;0.057355374;0.22486668
swash16;deep;0.066925014;0.214644665
swash17;deep;0.072443642;0.256698659
swash18;deep;0.05975539;0.264423463
swash19;deep;0.093304933;0.246150123
swash2;deep;0.038724458;0.238685809
swash20;deep;0.099589561;0.266841522
swash21;deep;0.065712619;0.24501814
swash22;deep;0.072211804;0.257430948
swash23;deep;0.037123798;0.274464857
swash24;deep;0.069032373;0.263502181
swash25;deep;0.058271793;0.224163889
swash26;deep;0.055063698;0.256646582
swash27;deep;0.079575147;0.277978912
swash28;deep;0.077685494;0.269263106
swash29;deep;0.048874341;0.223133924
swash3;deep;0.080265174;0.237395547
swash30;deep;0.048749579;0.236535992
swash31;deep;0.059616948;0.239675838
swash32;deep;0.070370405;0.241237247
swash33;deep;0.052776447;0.227073962
swash34;deep;0.071185616;0.251807593
swash35;deep;0.067199528;0.253909469
swash36;deep;0.06915856;0.233135386
swash37;deep;0.065761863;0.253581914
swash38;deep;0.062744302;0.240308695
swash39;deep;0.082022772;0.223013033
swash4;deep;0.071955264;0.252832328
swash40;deep;0.076009164;0.227647905
swash41;deep;0.068344916;0.254176427
swash42;deep;0.077023767;0.239180165
swash43;deep;0.075062823;0.228571901
swash44;deep;0.064468715;0.234300967
swash45;deep;0.084785752;0.233779962
swash46;deep;0.054128108;0.236113648
swash47;deep;0.073884427;0.266208921
swash48;deep;0.059863141;0.273497327
swash49;deep;0.082279435;0.270940086
swash5;deep;0.075454364;0.268319302
swash50;deep;0.062791158;0.253164947
swash51;deep;0.077742925;0.243010632
swash52;deep;0.059654085;0.230966231
swash53;deep;0.059580797;0.240352177
swash54;deep;0.08647721;0.276810936
swash55;deep;0.085688154;0.247447561
swash56;deep;0.063238348;0.232150018
swash57;deep;0.058209589;0.233048602
swash58;deep;0.075382999;0.242778257
swash59;deep;0.055689659;0.254335329
swash6;deep;0.066638004;0.253339124
swash60;deep;0.053270651;0.235471618
swash61;deep;0.091280842;0.270388834
swash62;deep;0.046348994;0.261803517
swash63;deep;0.060586198;0.242929934
swash64;deep;0.06147582;0.242559012
swash65;deep;0.055038476;0.258407764
swash66;deep;0.051644432;0.255256507
swash67;deep;0.055282573;0.246735068
swash68;deep;0.063553181;0.230980421
swash69;deep;0.054651565;0.262376738
swash7;deep;0.072858543;0.234469345
swash70;deep;0.077753836;0.250025499
swash71;deep;0.071556438;0.239063659
swash72;deep;0.059784191;0.22956799
swash73;deep;0.065355695;0.243481573
swash74;deep;0.074879383;0.271975485
swash75;deep;0.060968851;0.246980207
swash76;deep;0.052154443;0.234350507
swash77;deep;0.069869885;0.228652032
swash78;deep;0.053197807;0.236394511
swash79;deep;0.070217339;0.282015303
swash8;deep;0.051481972;0.237545114
swash80;deep;0.048580242;0.220314151
swash81;deep;0.043722287;0.231325063
swash82;deep;0.057555259;0.232357034
swash83;deep;0.068119045;0.24744462
swash84;deep;0.072654524;0.243694767
swash85;deep;0.078813577;0.241204233
swash86;deep;0.050775155;0.277229392
swash87;deep;0.068599334;0.264854438
swash88;deep;0.065756521;0.255983103
swash89;deep;0.083093964;0.278529401
swash9;deep;0.068210139;0.251766486
swash90;deep;0.05101955;0.244157586
swash91;deep;0.046114418;0.252445228
swash92;deep;0.048166466;0.260711472
swash93;deep;0.038567558;0.235188019
swash94;deep;0.062541274;0.236776639
swash95;deep;0.103360979;0.250294205
swash96;deep;0.054141962;0.227305201
swash97;deep;0.076326827;0.251216384
swash98;deep;0.069816744;0.245126616
swash99;deep;0.051999554;0.264138068
deep1;swash;0.051990571;0.24085512
deep10;swash;0.052797799;0.221878367
deep100;swash;0.049768572;0.217475697
deep11;swash;0.059021606;0.248837938
deep12;swash;0.051247095;0.236143598
deep13;swash;0.055080261;0.224576817
deep14;swash;0.050396561;0.231825401
deep15;swash;0.054219925;0.23107938
deep16;swash;0.058390438;0.217169838
deep17;swash;0.059808993;0.242688944
deep18;swash;0.063470266;0.220777702
deep19;swash;0.059805106;0.234863569
deep2;swash;0.063265535;0.241373011
deep20;swash;0.064775054;0.240574392
deep21;swash;0.046249982;0.216512179
deep22;swash;0.06533089;0.245733508
deep23;swash;0.060094445;0.225513543
deep24;swash;0.044868354;0.230164157
deep25;swash;0.054446422;0.227115501
deep26;swash;0.046283484;0.212792886
deep27;swash;0.061703361;0.235567296
deep28;swash;0.055816577;0.2334092
deep29;swash;0.06438249;0.241715986
deep3;swash;0.055020279;0.226831823
deep30;swash;0.043255628;0.223263177
deep31;swash;0.06415458;0.23818916
deep32;swash;0.05000706;0.226109037
deep33;swash;0.060558976;0.224538413
deep34;swash;0.052863844;0.246926542
deep35;swash;0.059025236;0.242710035
deep36;swash;0.055850719;0.230522963
deep37;swash;0.06541085;0.235278914
deep38;swash;0.054578938;0.229889318
deep39;swash;0.054907363;0.251773804
deep4;swash;0.065348036;0.230748564
deep40;swash;0.048226578;0.226240628
deep41;swash;0.051908904;0.24790113
deep42;swash;0.057888097;0.231527521
deep43;swash;0.056237373;0.231571123
deep44;swash;0.062667956;0.243532568
deep45;swash;0.057453964;0.252897597
deep46;swash;0.052415038;0.251108352
deep47;swash;0.055345301;0.244991249
deep48;swash;0.064296433;0.219008489
deep49;swash;0.05277289;0.231411299
deep5;swash;0.055226007;0.231110912
deep50;swash;0.053355014;0.229687613
deep51;swash;0.055206401;0.221670123
deep52;swash;0.052092318;0.225887651
deep53;swash;0.06270554;0.237703044
deep54;swash;0.055374413;0.250610648
deep55;swash;0.063447449;0.245394762
deep56;swash;0.054261;0.223244676
deep57;swash;0.063214098;0.2394537
deep58;swash;0.058186439;0.241535388
deep59;swash;0.057382914;0.227897963
deep6;swash;0.056093581;0.228216373
deep60;swash;0.054258412;0.232337525
deep61;swash;0.041935305;0.218915265
deep62;swash;0.050208748;0.240383737
deep63;swash;0.06012578;0.231750575
deep64;swash;0.058467218;0.248659519
deep65;swash;0.060144068;0.237949895
deep66;swash;0.056339191;0.232374744
deep67;swash;0.063048573;0.240377901
deep68;swash;0.064295237;0.254884854
deep69;swash;0.053209775;0.226527461
deep7;swash;0.072131889;0.239503812
deep70;swash;0.062212588;0.244611781
deep71;swash;0.058863146;0.236062045
deep72;swash;0.051460408;0.234025376
deep73;swash;0.054941035;0.233753645
deep74;swash;0.066170764;0.239649302
deep75;swash;0.059170339;0.2391308
deep76;swash;0.055612865;0.228683553
deep77;swash;0.055613451;0.224578619
deep78;swash;0.061831562;0.24317929
deep79;swash;0.066506819;0.234997332
deep8;swash;0.057263824;0.239598691
deep80;swash;0.052565157;0.241604583
deep81;swash;0.052202262;0.23416354
deep82;swash;0.071528599;0.242802051
deep83;swash;0.057038274;0.23787234
deep84;swash;0.054131442;0.235841218
deep85;swash;0.059109948;0.233219245
deep86;swash;0.061659915;0.244144732
deep87;swash;0.061363514;0.229292062
deep88;swash;0.060433545;0.241632191
deep89;swash;0.059681253;0.237990922
deep9;swash;0.059696809;0.220851414
deep90;swash;0.068280918;0.237687204
deep91;swash;0.059541772;0.229921059
deep92;swash;0.055024104;0.232856422
deep93;swash;0.050707016;0.232698434
deep94;swash;0.048844047;0.247107333
deep95;swash;0.051300066;0.219546256
deep96;swash;0.059856883;0.251322514
deep97;swash;0.063998307;0.241515927
deep98;swash;0.057112266;0.230732469
deep99;swash;0.048494903;0.238732563
mid1;mid;0.043910372;0.244371279
mid10;mid;0.057977825;0.243300161
mid100;mid;0.06281903;0.250192645
mid11;mid;0.061623196;0.254427527
mid12;mid;0.062569414;0.236471895
mid13;mid;0.050676751;0.216490102
mid14;mid;0.054834358;0.232673748
mid15;mid;0.047599542;0.22614303
mid16;mid;0.050523397;0.235494988
mid17;mid;0.064099014;0.235299864
mid18;mid;0.06101898;0.242789575
mid19;mid;0.050962105;0.233912823
mid2;mid;0.06977901;0.238965597
mid20;mid;0.065432715;0.257702939
mid21;mid;0.04538246;0.229100945
mid22;mid;0.062781837;0.245256507
mid23;mid;0.062567278;0.237364037
mid24;mid;0.059433442;0.257955688
mid25;mid;0.054536754;0.245474518
mid26;mid;0.048809737;0.220074417
mid27;mid;0.059209372;0.238591925
mid28;mid;0.062197783;0.25142436
mid29;mid;0.061719961;0.241551743
mid3;mid;0.068033188;0.247905466
mid30;mid;0.062757949;0.242006078
mid31;mid;0.05916415;0.229691465
mid32;mid;0.049439805;0.231725836
mid33;mid;0.055696493;0.252952653
mid34;mid;0.065231354;0.242959926
mid35;mid;0.05242923;0.233149433
mid36;mid;0.06583734;0.244211823
mid37;mid;0.060237023;0.240495285
mid38;mid;0.054649289;0.249195644
mid39;mid;0.046138571;0.269617878
mid4;mid;0.066187385;0.231072889
mid40;mid;0.052213384;0.243348786
mid41;mid;0.0524258;0.236147523
mid42;mid;0.048857449;0.237661722
mid43;mid;0.067682505;0.232018308
mid44;mid;0.063011201;0.239046235
mid45;mid;0.056012071;0.238681205
mid46;mid;0.055254062;0.232090392
mid47;mid;0.0617701;0.251029743
mid48;mid;0.055571344;0.238612069
mid49;mid;0.048948186;0.223577015
mid5;mid;0.059978246;0.228661449
mid50;mid;0.066897821;0.23086112
mid51;mid;0.047665767;0.248636641
mid52;mid;0.051260707;0.230932477
mid53;mid;0.052618812;0.220567468
mid54;mid;0.06057048;0.241171082
mid55;mid;0.045574503;0.249641427
mid56;mid;0.06946414;0.233397296
mid57;mid;0.054914164;0.231159418
mid58;mid;0.056362683;0.22267637
mid59;mid;0.051284557;0.241355744
mid6;mid;0.064108612;0.250672452
mid60;mid;0.053933369;0.241918042
mid61;mid;0.058392154;0.239804922
mid62;mid;0.058879407;0.233135604
mid63;mid;0.060038421;0.23993027
mid64;mid;0.053398489;0.223339794
mid65;mid;0.057113389;0.222170137
mid66;mid;0.062165608;0.245157553
mid67;mid;0.06474653;0.233725499
mid68;mid;0.050142801;0.215985684
mid69;mid;0.060860202;0.241368733
mid7;mid;0.066614388;0.24834969
mid70;mid;0.058469562;0.23498041
mid71;mid;0.056003487;0.228745226
mid72;mid;0.056367429;0.235041564
mid73;mid;0.056115254;0.237167166
mid74;mid;0.050719391;0.239892697
mid75;mid;0.057997778;0.224019907
mid76;mid;0.057469928;0.234194567
mid77;mid;0.051857824;0.253269757
mid78;mid;0.06234597;0.252439329
mid79;mid;0.05236655;0.234093263
mid8;mid;0.06805121;0.239600178
mid80;mid;0.075819753;0.240402821
mid81;mid;0.056118126;0.233272121
mid82;mid;0.058315249;0.255978476
mid83;mid;0.071773272;0.249640459
mid84;mid;0.05405316;0.232945117
mid85;mid;0.064037953;0.241228393
mid86;mid;0.057070932;0.234120334
mid87;mid;0.054311566;0.23570358
mid88;mid;0.058246192;0.247661063
mid89;mid;0.066556108;0.252781435
mid9;mid;0.05237629;0.224880255
mid90;mid;0.058329403;0.229580593
mid91;mid;0.058502381;0.243179608
mid92;mid;0.051374403;0.242686978
mid93;mid;0.060733732;0.212878739
mid94;mid;0.060186936;0.223619428
mid95;mid;0.069826586;0.248344728
mid96;mid;0.061138603;0.254004065
mid97;mid;0.05775776;0.230391716
mid98;mid;0.068644735;0.244021524
mid99;mid;0.050056383;0.214707802
swash1;deep;0.071360594;0.25409255
swash10;deep;0.072100123;0.236850393
swash100;deep;0.038923444;0.264455316
swash11;deep;0.055191361;0.232763788
swash12;deep;0.055264616;0.238974571
swash13;deep;0.061998177;0.243338441
swash14;deep;0.068948857;0.262886086
swash15;deep;0.068914897;0.26630201
swash16;deep;0.05701124;0.261742502
swash17;deep;0.058400539;0.262374727
swash18;deep;0.066271667;0.250579131
swash19;deep;0.065909167;0.276924366
swash2;deep;0.062082544;0.243153958
swash20;deep;0.052809722;0.251837522
swash21;deep;0.067357143;0.256341425
swash22;deep;0.083219063;0.242069709
swash23;deep;0.065252099;0.243008201
swash24;deep;0.052803118;0.25173355
swash25;deep;0.037869361;0.252676459
swash26;deep;0.038919092;0.256918456
swash27;deep;0.056991052;0.268924956
swash28;deep;0.059526592;0.24909064
swash29;deep;0.065124267;0.249649221
swash3;deep;0.041276188;0.254259327
swash30;deep;0.080004312;0.264036489
swash31;deep;0.057093609;0.244971778
swash32;deep;0.072143045;0.222776524
swash33;deep;0.082731757;0.257555964
swash34;deep;0.067863295;0.273239241
swash35;deep;0.089587194;0.270439401
swash36;deep;0.076965323;0.273536213
swash37;deep;0.053282023;0.263415784
swash38;deep;0.07127702;0.259477945
swash39;deep;0.08053991;0.277093856
swash4;deep;0.077817035;0.251200503
swash40;deep;0.075543987;0.233764369
swash41;deep;0.055172114;0.243331628
swash42;deep;0.049895723;0.268363907
swash43;deep;0.058659994;0.269642428
swash44;deep;0.057649134;0.232414998
swash45;deep;0.062182998;0.23012095
swash46;deep;0.057505508;0.234794533
swash47;deep;0.08524371;0.265147211
swash48;deep;0.085251365;0.273285706
swash49;deep;0.066197545;0.238368431
swash5;deep;0.051161419;0.259896775
swash50;deep;0.048150397;0.276863953
swash51;deep;0.042612321;0.233646337
swash52;deep;0.075748085;0.275688842
swash53;deep;0.057708587;0.255385659
swash54;deep;0.05514991;0.23191854
swash55;deep;0.050257993;0.251231693
swash56;deep;0.049364155;0.256226121
swash57;deep;0.095781295;0.238168371
swash58;deep;0.067011973;0.244007314
swash59;deep;0.040348001;0.243004191
swash6;deep;0.069063152;0.241246112
swash60;deep;0.065777888;0.237181062
swash61;deep;0.054080414;0.22743383
swash62;deep;0.083450879;0.235522892
swash63;deep;0.095560922;0.267837689
swash64;deep;0.067714211;0.256130023
swash65;deep;0.055680629;0.237036007
swash66;deep;0.069133262;0.263547796
swash67;deep;0.066778651;0.254013644
swash68;deep;0.057057646;0.263272989
swash69;deep;0.04704835;0.255307989
swash7;deep;0.062088868;0.267156384
swash70;deep;0.062763784;0.220688832
swash71;deep;0.066026029;0.248743092
swash72;deep;0.063390617;0.230293068
swash73;deep;0.052791793;0.274195644
swash74;deep;0.054668859;0.233926906
swash75;deep;0.051632352;0.233000449
swash76;deep;0.061987688;0.249544295
swash77;deep;0.068400593;0.240262204
